,facility,address,city,zip_cd,num_at_address,max_seats,phone,risk_level,last_inspect_date,inspect_score,cat,closed_est,year
23336,SALATA,735 S FIGUEROA ST,LOS ANGELES,90017,21,30,+12138919001,3,2016-08-24,94.0,,0,2016
23338,SALATA ON FLOWER,505 S FLOWER ST,LOS ANGELES,90071,19,60,+12133271001,3,2016-09-15,97.0,,0,2016
23339,SALATHAI RESTAURANT,211 ALPINE ST,LOS ANGELES,90012,3,60,+12136250805,3,2016-12-21,91.5,,0,2016
23342,SALAZAR,2490 FLETCHER DR,LOS ANGELES,90039,1,150,+13239130846,3,2016-08-23,95.0,,0,2016
23343,SALAZAR PARK SENIOR FEEDING,3864 E WHITTIER BLVD,LOS ANGELES,90063,1,60,+16269602995,1,2016-05-10,96.0,,0,2016
23346,SALGADOS LITTLE KITCHEN,5061 ALHAMBRA AVE,LOS ANGELES,90032,1,30,+1nan,3,2016-12-07,90.0,,0,2016
23350,SALLYS SNACK SHOP,228 W 6TH ST,LOS ANGELES,90014,1,30,+1nan,2,2015-05-23,90.0,,1,2015
23356,SALON FIGUEROA,4428 N FIGUEROA ST,LOS ANGELES,90065,1,150,+12134224036,2,2016-07-07,98.0,,0,2016
23359,SALS,7356 MELROSE AVE,LOS ANGELES,90046,1,150,+13236513822,3,2016-07-20,91.0,,0,2016
23363,SALSA BAR,5250 YORK BLVD,LOS ANGELES,90042,3,30,+1nan,3,2016-09-21,100.0,,0,2016
23365,SALSITA PICANTE,3026 E JEFFERSON AVE,LOS ANGELES,90018,1,60,+1nan,3,2016-12-28,97.0,,0,2016
23370,SALT & STRAW,240 LARCHMONT AVE,LOS ANGELES,90004,1,30,+19092397541,1,2015-12-16,97.0,,1,2015
23371,SALT & STRAW,240 N LARCHMONT BLVD,LOS ANGELES,90004,1,30,+13234660471,1,2015-10-20,90.0,,1,2015
23378,SALTS CURE,1155 N HIGHLAND AVE,LOS ANGELES,90046,2,150,+13234657258,3,2016-09-20,90.0,,0,2016
23381,SALVA-MEX,1910 CYPRESS AVE,LOS ANGELES,90065,1,60,+13232233914,3,2016-10-20,96.0,,0,2016
23384,SALVAGE BAR,717 W 7TH ST,LOS ANGELES,90017,1,151,+1nan,2,2016-09-26,96.0,,0,2016
23385,SALVATION ARMY - PREP KITCHEN,860 JAMES M. WOOD BLVD,LOS ANGELES,90015,1,60,+1nan,2,2016-05-20,98.0,,0,2016
23401,SAMBA GRILL,735 E 12TH ST,LOS ANGELES,90021,24,30,+12137490260,3,2016-11-03,95.5,,0,2016
23406,SAMMYS GOODIES DONUT,4400 1/2 S AVALON BLVD,LOS ANGELES,90011,1,30,+1nan,2,2016-07-21,90.0,,0,2016
23411,SAMOSA HOUSE,3200 W SUNSET BLVD,LOS ANGELES,90026,1,150,+16263836695,3,2017-01-09,92.0,,0,2017
23413,SAMOSA HOUSE RESTAURANT,11510 W WASHINGTON BLVD,LOS ANGELES,90066,1,150,+1nan,3,2016-11-29,92.0,,0,2016
23418,SAMS AFTER DARK,1501 E WASHINGTON BLVD,LOS ANGELES,90021,1,150,+12137470410,1,2015-04-01,95.0,,1,2015
23420,SAMS BAGELS,154 N LARCHMONT BLVD,LOS ANGELES,90004,1,30,+13234691249,2,2017-01-11,90.0,,0,2017
23449,SAMS DONUT,5401 S FIGUEROA ST,LOS ANGELES,90037,2,30,+1nan,2,2016-06-01,95.0,,0,2016
23451,SAMS DONUT FACTORY,4834 HOLLYWOOD BLVD,LOS ANGELES,90027,1,30,+13236672432,2,2016-10-20,91.0,,0,2016
23453,SAMS FLAMING GRILL,1830 E MARENGO ST,LOS ANGELES,90033,1,30,+1nan,3,2016-11-21,92.0,,0,2016
23460,SAMS HOFBRAU,1751 E OLYMPIC BLVD,LOS ANGELES,90021,1,150,+1nan,3,2016-10-12,94.0,,0,2016
23461,SAMS ON SUNSET,7864 W SUNSET BLVD,LOS ANGELES,90046,1,30,+1nan,3,2017-01-17,90.0,,0,2017
23466,SAMS TACOS,715 S SOTO ST,LOS ANGELES,90023,1,30,+13232637858,2,2016-10-04,91.0,,0,2016
23468,SAMSIKINE RESTAURANT,1515 S MAPLE AVE,LOS ANGELES,90015,2,60,+1nan,3,2016-05-06,95.0,,0,2016
23473,SAMURAI RESTAURANT,1260 S SOTO ST,LOS ANGELES,90023,6,30,+13235261717,3,2016-05-16,92.0,,0,2016
23475,SAMURAI SUSHI & TERIYAKI,1260 S SOTO ST,LOS ANGELES,90023,6,30,+13235261717,3,2015-05-20,91.0,,1,2015
23476,SAMURAI SUSHI AND TERIYAKI,1260 S SOTO ST,LOS ANGELES,90023,6,30,+13235261717,3,2016-10-05,96.0,,0,2016
23491,SAN FRANCISCO SALOON,11501 W PICO BLVD,LOS ANGELES,90064,1,150,+1nan,3,2016-08-12,93.0,,0,2016
23500,SAN HING,11136 PALMS BLVD,LOS ANGELES,90034,1,30,+1nan,3,2016-10-18,90.0,,0,2016
23503,SAN JUAN HUCTZINCO PANADERIA Y PIZZERIA,3017 WABASH AVE,LOS ANGELES,90063,3,30,+13239810803,2,2017-01-11,95.0,,0,2017
23504,SAN JULIAN MEXICAN FOOD,1145 S SAN JULIAN ST,LOS ANGELES,90015,1,30,+13238226960,3,2016-12-02,90.0,,0,2016
23510,SAN MIGUEL RESTAURANT,103 S VERMONT AVE,LOS ANGELES,90004,1,30,+1nan,3,2017-01-11,95.0,,0,2017
23516,SAN RESTAURANT,3500 W 6TH ST,LOS ANGELES,90020,25,30,+12133831174,3,2016-01-07,80.0,,0,2016
23522,SAN SAI JAPANESE GRILL WSTWD,10904 LINDBROOK DR,LOS ANGELES,90024,1,60,+1nan,3,2016-10-21,91.0,,0,2016
23523,SAN SALVADOR,1828 S VERMONT AVE,LOS ANGELES,90006,1,151,+1nan,3,2016-10-20,84.0,,0,2016
23525,SAN SOO DANG,761 S VERMONT AVE,LOS ANGELES,90005,1,30,+12134871717,2,2016-08-25,85.0,,0,2016
23526,SAN SUI JAPANESE COUNTRY CUI,2040 N HILLHURST AVE,LOS ANGELES,90027,1,60,+1nan,3,2014-12-30,94.0,,1,2014
23527,SAN SUI TEI,313 E 1ST ST,LOS ANGELES,90012,1,60,+1nan,3,2016-11-30,91.0,,0,2016
23529,SAN VICENTE RESTAURANT,3071 W PICO BLVD,LOS ANGELES,90006,1,30,+13233311126,3,2016-08-11,92.0,,0,2016
23530,SAN YA BBQ RESTAURANT,2897 W OLYMPIC BLVD,LOS ANGELES,90006,4,150,+12133831144,3,2017-01-11,88.0,,0,2017
23533,SANAMLUANG CAFE,5176 HOLLYWOOD BLVD,LOS ANGELES,90027,1,150,+13236608006,3,2016-12-08,92.0,,0,2016
23539,SAND-WICH BAR,8721 W PICO BLVD,LOS ANGELES,90035,2,60,+13102714528,3,2013-11-13,91.0,,1,2013
23541,SANDBOX,7174 MELROSE AVE,LOS ANGELES,90046,1,150,+1nan,3,2016-11-22,95.0,,0,2016
23542,SANDELLAS FLAT BREAD CAFE,7021 HOLLYWOOD BLVD,LOS ANGELES,90028,4,60,+1nan,2,2013-09-05,95.0,,1,2013
23544,SANDRA RESTAURANT,2319 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,1,30,+13232654041,3,2014-12-12,92.0,,1,2014
23545,SANDRAS LOLITAS TAMALES,5390 E WHITTIER BLVD,LOS ANGELES,90022,1,30,+1nan,2,2014-08-12,99.0,,1,2014
23546,SANDRAS TAMALES,5390 WHITTIER BLVD,LOS ANGELES,90022,1,30,+13237222961,3,2016-11-10,92.0,,0,2016
23555,SANDWICH ISLAND,3333 S HOOVER ST,LOS ANGELES,90007,9,30,+1nan,2,2014-02-11,94.0,,1,2014
23556,SANDWICH JOINT,1068 W 7TH ST,LOS ANGELES,90017,2,30,+1nan,2,2015-06-06,93.0,,1,2015
23557,SANDWICH SHOP CORP.,531 W 6TH ST,LOS ANGELES,90014,1,30,+1nan,2,2016-05-24,95.0,,0,2016
23558,SANDWICH SHOP LITTLE TOKYO,123 ASTRONAUT E. S. ONIZUKA ST,LOS ANGELES,90012,1,30,+1nan,2,2017-01-05,94.0,,0,2017
23560,SANDWICH SMITH FICKLE,362 E 1ST ST,LOS ANGELES,90012,2,60,+12136281888,3,2014-05-01,90.0,,1,2014
23561,SANDWICH THAN HUU,821 N SPRING ST,LOS ANGELES,90012,1,30,+1nan,2,2016-09-15,96.0,,0,2016
23562,SANDY BAKERY,5261 S MAIN ST,LOS ANGELES,90037,1,30,+1nan,2,2017-01-10,91.0,,0,2017
23563,SANDY BURGER,6319 HOLLYWOOD BLVD,LOS ANGELES,90028,2,30,+1nan,3,2014-08-12,93.0,,1,2014
23566,SANDYS DONUT SHOP,7525 E SLAUSON AVE,LOS ANGELES,90040,3,30,+13232605209,2,2014-02-25,95.0,,1,2014
23569,SANG GO DONG SANG NA,3807 W 3RD ST,LOS ANGELES,90020,1,30,+1nan,3,2014-06-13,91.0,,1,2014
23570,SANG SANG DANCING,2500 W 8TH ST,LOS ANGELES,90057,5,60,+1nan,1,2014-06-18,90.0,,1,2014
23572,SANGAK CAFE,8702 W PICO BLVD,LOS ANGELES,90035,1,30,+13107708363,3,2016-09-06,94.0,,0,2016
23575,SANJANG COFFEE AND GARDEN,101 S VIRGIL AVE,LOS ANGELES,90004,1,150,+1nan,3,2014-10-30,94.0,,1,2014
23581,SANSAI JAPANESE GRILL,806 W 8TH ST,LOS ANGELES,90017,2,30,+1nan,3,2016-11-22,90.0,,0,2016
23583,SANSAI JAPANESE GRILL,8601 LINCOLN BLVD,LOS ANGELES,90045,5,60,+1nan,3,2016-12-02,95.0,,0,2016
23594,SANTA CLARA,1804 E VERNON AVE,LOS ANGELES,90058,4,30,+1nan,3,2013-12-17,94.0,,1,2013
23601,SANTA FE LUNCH STOP,1700 S SANTA FE AVE,LOS ANGELES,90021,1,30,+1nan,3,2016-12-08,93.0,,0,2016
23604,SANTA MONICA CHEVRON,11261 SANTA MONICA BLVD,LOS ANGELES,90025,1,30,+1nan,3,2017-01-04,95.0,,0,2017
23610,SANTA MONICA KITCHEN CAFE,12340 SANTA MONICA BLVD,LOS ANGELES,90025,1,150,+13109852449,3,2016-12-15,90.0,,0,2016
23611,SANTA MONICA LEES GRILL,12227 SANTA MONICA BLVD,LOS ANGELES,90025,2,30,+13108260250,3,2015-01-20,93.0,,1,2015
23619,SANTA RITA JALISCO,3900 E 1ST ST,LOS ANGELES,90063,1,30,+13232612738,2,2016-09-23,90.0,,0,2016
23620,SANTA ROSA PUPUSERIA Y RESTAURANTE,4307 S VERMONT AVE,LOS ANGELES,90037,3,30,+13232338771,3,2016-12-15,90.0,,0,2016
23623,SANTEE FALAFEL,1335 S SANTEE ST,LOS ANGELES,90015,1,30,+1nan,3,2016-11-03,96.0,,0,2016
23630,SANTOUKA,3760 S CENTINELA AVE,LOS ANGELES,90066,5,60,+1nan,3,2016-08-23,91.0,,0,2016
23633,SANUKI SANDOU,3760 S CENTINELA AVE,LOS ANGELES,90066,5,60,+13103194874,3,2016-12-06,93.5,,0,2016
23635,SANZAB,7363 W SUNSET BLVD,LOS ANGELES,90046,1,30,+13238765959,3,2017-01-03,95.0,,0,2017
23642,SAPORI DI ROMA,1523 S BUNDY DR,LOS ANGELES,90025,2,30,+1nan,3,2015-08-25,93.0,,1,2015
23643,SAPP COFFEE SHOP,5183 HOLLYWOOD BLVD,LOS ANGELES,90027,1,60,+1nan,3,2016-10-06,90.0,,0,2016
23652,SARITAS PUPUSERIA,317 S BROADWAY,LOS ANGELES,90013,18,30,+1nan,3,2016-08-18,92.0,,0,2016
23653,SARK DONG JUHGORI,4083 W 3RD ST,LOS ANGELES,90020,2,150,+1nan,3,2016-07-25,80.0,,0,2016
23663,SARSS BURGERS,4040 W MARTIN LUTHER KING BLVD,LOS ANGELES,90008,1,30,+13235359044,3,2014-11-24,95.0,,1,2014
23665,SASABUNE,11917 WILSHIRE BLVD,LOS ANGELES,90025,1,60,+13104783596,3,2016-08-11,92.0,,0,2016
23667,SASAYA,11613 SANTA MONICA BLVD,LOS ANGELES,90025,1,60,+1nan,3,2016-10-27,90.0,,0,2016
23671,SASOUN BAKERY,5114 SANTA MONICA BLVD,LOS ANGELES,90029,1,60,+1nan,2,2016-10-27,100.0,,0,2016
23675,SASSAFRAS,1235 N VINE ST,LOS ANGELES,90038,1,150,+13234672800,1,2015-05-23,92.0,,1,2015
23691,SAWTELLE TEMPURA HOUSE,1816 SAWTELLE BLVD,LOS ANGELES,90025,1,30,+1nan,3,2017-01-03,82.0,,0,2017
23692,SAWYER,3705 SUNSET BLVD,LOS ANGELES,90026,3,150,+13107093191,3,2016-11-02,90.0,,0,2016
23693,SAWYER - CLOVER,3705 SUNSET BLVD,LOS ANGELES,90026,3,30,+13107093191,2,2016-11-02,95.0,,0,2016
23694,SAWYER - KETTLE BLACK,3705 SUNSET BLVD,LOS ANGELES,90026,3,30,+13107093191,3,2016-12-01,93.0,,0,2016
23695,SAY CHEESE CAFE,2800 HYPERION AVE,LOS ANGELES,90027,1,30,+1nan,2,2016-12-28,94.0,,0,2016
23698,SAYERS CLUB,1645 WILCOX AVE,LOS ANGELES,90028,1,150,+13238718233,3,2016-08-26,91.0,,0,2016
23699,SAYS RASPADOS DE FRUTAS NAT,900 S WESTMORELAND AVE,LOS ANGELES,90006,1,30,+12132599245,2,2016-03-23,97.0,,0,2016
23702,SAZON K-TRACHO,4181 S FIGUEROA ST,LOS ANGELES,90037,2,60,+13238410284,3,2017-01-06,97.0,,0,2017
23705,SB TOWER - 2ND LEVEL BARS: PENNY TELLER & VAULT,650 S SPRING ST,LOS ANGELES,90014,3,30,+1nan,1,2016-10-13,98.0,,0,2016
23706,SB TOWER - THE BANK HALL - BASEMENT KITCHEN,650 S SPRING ST,LOS ANGELES,90014,3,30,+1nan,3,2016-10-13,95.0,,0,2016
23707,SB TOWER -GROUND LEVEL BARS - A & B,650 S SPRING ST,LOS ANGELES,90014,3,30,+1nan,1,2016-10-13,98.0,,0,2016
23708,SBARRO,10800 W PICO BLVD,LOS ANGELES,90064,18,30,+1nan,2,2014-06-24,97.0,,1,2014
23712,SBARRO,201 N LOS ANGELES ST,LOS ANGELES,90012,10,30,+1nan,2,2016-09-06,90.0,,0,2016
23713,SBARRO,252 S BROADWAY,LOS ANGELES,90012,1,60,+1nan,2,2016-12-08,96.0,,0,2016
23715,SBARRO,3650 W MLK BLVD,LOS ANGELES,90008,10,30,+13232945870,2,2016-09-07,95.0,,0,2016
23717,SBARRO FRESH ITALIAN,8500 BEVERLY BLVD,LOS ANGELES,90048,14,60,+1nan,2,2013-08-22,90.0,,1,2013
23730,SCHNITZLY,9216 W PICO BLVD,LOS ANGELES,90035,1,60,+14242493565,3,2016-11-07,92.0,,0,2016
23731,SCHODORFS LUNCHEONETTE,5051 YORK BLVD,LOS ANGELES,90041,2,30,+1nan,2,2014-09-22,97.0,,1,2014
23733,SCHOOL FOOD,621 S WESTERN AVE,LOS ANGELES,90005,16,60,+1nan,3,2017-01-10,96.0,,0,2017
23740,SCHWARTZ BAKERY,433 N FAIRFAX AVE,LOS ANGELES,90036,1,30,+1nan,2,2016-03-23,92.0,,0,2016
23741,SCHWARTZ BAKERY,8622 W PICO BLVD,LOS ANGELES,90035,1,30,+1nan,3,2016-11-08,90.0,,0,2016
23743,SCOOPS,712 N HELIOTROPE DR,LOS ANGELES,90029,1,30,+16619122855,2,2017-01-09,97.0,,0,2017
23744,SCOOPS CHINATOWN,727 N BROADWAY WAY,LOS ANGELES,90012,1,30,+13237398675,1,2016-02-16,96.0,,0,2016
23745,SCOOPS ON YORK,5105 E YORK BLVD,LOS ANGELES,90042,1,30,+13233160453,2,2016-11-30,99.0,,0,2016
23750,SCOREBOARD LA,380 WORLD WAY 200,LOS ANGELES,90045,1,60,+1nan,2,2016-10-20,90.0,,0,2016
23751,SCORPION,6679 HOLLYWOOD BLVD,LOS ANGELES,90028,1,60,+13234673026,3,2016-06-10,96.0,,0,2016
23767,SCREENING ROOM,7065 1/2 SUNSET BLVD,LOS ANGELES,90028,1,60,+13234690040,1,2016-06-30,92.0,,0,2016
23773,SD COFFEE,1606 W 6TH ST,LOS ANGELES,90017,2,30,+12132632614,3,2017-01-03,95.0,,0,2017
23774,SD COFFEE SHOP,1606 W 6TH ST,LOS ANGELES,90017,2,30,+12134831143,3,2016-09-19,76.5,,0,2016
23775,SEA DRAGON CHINESE REST.,101 S VERMONT AVE,LOS ANGELES,90004,1,30,+16265890221,3,2017-01-11,95.0,,0,2017
23783,SEA ROYAL HOUSE,3655 W 3RD ST,LOS ANGELES,90020,1,30,+12133884430,3,2016-12-13,97.0,,0,2016
23784,SEA SALT FISH GRILL,812 W 7TH ST,LOS ANGELES,90017,1,60,+12132435700,3,2016-10-19,91.0,,0,2016
23785,SEA SALT POKE,11301 W OLYMPIC BLVD,LOS ANGELES,90064,18,30,+14245273093,3,2016-10-11,94.0,,0,2016
23788,SEAFOOD EXPRESS,2122 BEVERLY BLVD,LOS ANGELES,90057,2,30,+13234694019,3,2016-01-14,95.0,,0,2016
23789,SEAFOOD EXPRESS LA,2122 BEVERLY BLVD,LOS ANGELES,90057,2,30,+12134832122,3,2016-10-18,94.0,,0,2016
23794,SEAFOOD RANCH MARKET DELI,3756 W AVENUE 40,LOS ANGELES,90065,6,30,+1nan,3,2016-10-07,84.0,,0,2016
23809,SEASON 52 FRESH GRILL,10250 SANTA MONICA BLVD,LOS ANGELES,90069,25,151,+13102775252,3,2015-06-09,90.0,,1,2015
23816,SECRET CHINESE DELIVERY,199 W OLYMPIC BLVD,LOS ANGELES,90015,2,30,+12136283596,3,2016-07-08,100.0,,0,2016
23817,SECRET RESTAURANT,6541 HOLLYWOOD BLVD,LOS ANGELES,90028,7,150,+13234635156,3,2016-12-15,97.0,,0,2016
23818,SECRET RESTAURANT & HOOKAH L,6541 HOLLYWOOD BLVD,LOS ANGELES,90028,7,150,+13234635156,3,2016-03-08,93.0,,0,2016
23820,SEEDS MARKET - SOTO,2001 N SOTO ST,LOS ANGELES,90031,1,60,+13234427300,2,2016-07-12,98.0,,0,2016
23821,SEES CANDIES,3002 S SEPULVEDA BLVD,LOS ANGELES,90034,1,30,+13105594911,2,2016-10-20,98.0,,0,2016
23823,SEIKI SHI SUSHI,10250 STA MON BLVD,LOS ANGELES,90067,21,60,+1nan,3,2016-01-07,93.0,,0,2016
23825,SEINAN JAPANESE SENIOR SENIO,3116 W JEFFERSON BLVD,LOS ANGELES,90016,1,30,+13237351231,1,2016-12-02,100.0,,0,2016
23828,SEMI SWEET,107 E 6TH ST,LOS ANGELES,90013,2,30,+12132289975,2,2016-05-10,92.0,,0,2016
23829,SEN ASIAN KITCHEN,2000 AVE OF STARS,LOS ANGELES,90067,5,150,+13102777708,3,2016-12-06,90.0,,0,2016
23836,SENIOR FISH,1701 W SUNSET BLVD,LOS ANGELES,90026,1,150,+13234973604,3,2016-11-29,96.0,,0,2016
23846,SENOR FISH,1936 E 7TH ST,LOS ANGELES,90021,2,150,+12132390322,3,2014-10-07,91.0,,1,2014
23847,SENOR FISH,422 E 1ST ST,LOS ANGELES,90012,1,30,+1nan,3,2013-08-19,96.0,,1,2013
23848,SENOR FISH,4803 EAGLE ROCK BLVD,LOS ANGELES,90041,1,60,+1nan,3,2016-09-28,90.0,,0,2016
23849,SENOR FISH.,155 S MAIN ST,LOS ANGELES,90012,1,150,+12136257544,3,2016-11-29,91.0,,0,2016
23854,SENORITA ABBYS,3751 S WESTERN AVE,LOS ANGELES,90018,1,30,+13232961840,3,2015-11-16,93.5,,1,2015
23855,SEONG BUK DONG,3303 W 6TH ST,LOS ANGELES,90020,1,30,+12137388977,3,2016-08-25,90.0,,0,2016
23857,SEOUL,3525 W 8TH ST,LOS ANGELES,90005,7,30,+12312320104,3,2016-04-04,92.0,,0,2016
23858,SEOUL GARDEN,1833 OLYMPIC BLVD,LOS ANGELES,90006,1,150,+12133868477,3,2016-03-21,94.0,,0,2016
23859,SEOUL HOUSE OF TOFU,2101 SAWTELLE BLVD,LOS ANGELES,90025,1,60,+13235478098,3,2016-10-11,81.0,,0,2016
23861,SEOUL SAUSAGE,11313 MISSISSIPPI AVE,LOS ANGELES,90025,1,30,+13104777739,3,2016-10-11,90.0,,0,2016
23862,SEOUL SAUSAGE,236 S LOS ANGELES ST,LOS ANGELES,90012,1,60,+13235717654,3,2016-07-20,90.0,,0,2016
23863,SEOUL SOON DAE HOUSE,928 S WESTERN AVE,LOS ANGELES,90006,24,30,+1nan,3,2016-08-24,95.0,,0,2016
23867,SEOULOS FUSION GRILLE,3500 W 6TH ST,LOS ANGELES,90020,25,30,+13233636765,3,2014-03-19,96.0,,1,2014
23869,SEPAN BANQUET HALL,3410 N GLENDALE BLVD,LOS ANGELES,90039,1,151,+13236617501,3,2016-07-07,92.0,,0,2016
23870,SEPAN CHICKEN,3324 GLENDALE BLVD,LOS ANGELES,90039,1,60,+1nan,3,2016-10-21,95.0,,0,2016
23871,SEPIS GIANT SUBMARINES,10968 LE CONTE AVE,LOS ANGELES,90024,1,60,+13102087171,2,2016-09-14,95.0,,0,2016
23876,SEREE COFFEE SHOP,2800 S GRAND AVE,LOS ANGELES,90007,1,30,+12137478233,3,2016-12-05,92.0,,0,2016
23884,SERGIOS TACOS,6601 E OLYMPIC BLVD,LOS ANGELES,90022,1,60,+13237262002,3,2016-10-17,98.0,,0,2016
23886,SERMMITH,4814 MELROSE AVE,LOS ANGELES,90029,2,60,+1nan,3,2015-05-22,85.0,,1,2015
23887,SERRANO CAFE,3699 WILSHIRE BLVD,LOS ANGELES,90010,1,30,+12132525242,3,2016-08-11,90.0,,0,2016
23891,SERVED 2 ENJOY,3007 S CENTRAL AVE,LOS ANGELES,90011,2,30,+13109361045,3,2016-09-27,94.0,,0,2016
23892,SERVICE BAR @16TH PERCH,448 S HILL ST,LOS ANGELES,90013,6,150,+12136272929,1,2016-09-30,98.0,,0,2016
23897,SESAME MEDITERRANEAN - SOOMSOOM,8744 W 3RD ST,LOS ANGELES,90048,3,30,+18182547394,3,2016-11-02,95.0,,0,2016
23899,SESSIONS SENSATIONAL BAR-B-QUE,1502 W MANCHESTER AVE,LOS ANGELES,90047,1,30,+13239237788,3,2014-12-30,85.0,,1,2014
23904,SEVANS GARDEN KEBAB HOUSE,621 S BROADWAY UNIT G,LOS ANGELES,90014,1,60,+1nan,3,2016-11-03,97.0,,0,2016
23905,SEVEN BAR AND RESTAURANT,555 W 7TH ST,LOS ANGELES,90014,1,150,+1nan,3,2016-09-21,94.0,,0,2016
23906,SEVEN GRAND,515 W 7TH ST 2ND F,LOS ANGELES,90014,1,150,+1nan,1,2016-01-28,97.0,,0,2016
23909,SEVENTH VEIL,7180 W SUNSET BLVD,LOS ANGELES,90046,1,150,+1nan,1,2016-05-18,95.0,,0,2016
23910,SEXY DONUTS,4003 S SAN PEDRO ST,LOS ANGELES,90011,1,30,+1nan,2,2016-08-25,86.0,,0,2016
23919,SHABU ME,698 S VERMONT AVE,LOS ANGELES,90005,9,60,+12133652200,3,2015-11-06,94.0,,1,2015
23920,SHABU SHABU HOUSE,127 E JAPANESE VLG PLZ MALL,LOS ANGELES,90012,1,30,+1nan,3,2017-01-05,93.0,,0,2017
23921,SHABU SHABU HOUSE,2218 SAWTELLE BLVD,LOS ANGELES,90064,1,30,+1nan,3,2016-11-03,84.0,,0,2016
23922,SHABU-HACHI,11680 W OLYMPIC BLVD,LOS ANGELES,90064,1,30,+1nan,3,2016-12-06,94.0,,0,2016
23923,SHABUSHI,5185 W SUNSET BLVD,LOS ANGELES,90027,1,30,+1nan,3,2016-12-07,97.0,,0,2016
23924,SHABUYA,3986 WILSHIRE BLVD,LOS ANGELES,90010,2,151,+12133659000,3,2016-09-26,94.0,,0,2016
23925,SHABUYO,356 1/2 E 2ND ST,LOS ANGELES,90012,1,60,+1nan,3,2016-09-14,94.0,,0,2016
23926,SHACK / MAIN KITCHEN,662 N SEPULVEDA BLVD,LOS ANGELES,90049,2,151,+13104405544,3,2016-12-02,90.0,,0,2016
23927,SHACK @ HILLEL,574 HILGARD AVE 2FL,LOS ANGELES,90024,1,150,+13107216351,3,2016-11-28,93.0,,0,2016
23934,SHAGNHAI BAN JUM,440 S VERMONT AVE,LOS ANGELES,90020,4,30,+12134279936,3,2016-12-14,92.0,,0,2016
23935,SHAH ABBAS,400 S SAN VICENTE BLVD,LOS ANGELES,90048,1,150,+1nan,3,2016-08-16,90.0,,0,2016
23936,SHAHANS ANARKALI RESTAURANT,7013 MELROSE AVE,LOS ANGELES,90038,1,150,+1nan,3,2016-10-05,90.0,,0,2016
23937,SHAHERZAD,1422 WESTWOOD BLVD,LOS ANGELES,90025,1,150,+1nan,3,2016-09-15,91.0,,0,2016
23944,SHAKE SHACK,6201 HOLLYWOOD BLVD,LOS ANGELES,90028,5,30,+16467473444,3,2016-11-23,95.0,,0,2016
23965,SHAKEYS PIZZA PARLOR,2023 E CESAR E CHAVEZ AVE,LOS ANGELES,90033,1,151,+1nan,2,2016-07-12,94.0,,0,2016
23967,SHAKEYS PIZZA PARLOR,5170 W SUNSET BLVD,LOS ANGELES,90027,1,151,+13236632145,3,2017-01-04,98.0,,0,2017
23969,SHAKEYS PIZZA PARLOR,6052 W OLYMPIC BLVD,LOS ANGELES,90036,1,151,+1nan,3,2017-01-12,97.0,,0,2017
23971,SHAKEYS PIZZA PARLOR,7001 SANTA MONICA BLVD,LOS ANGELES,90038,1,150,+1nan,3,2016-09-13,94.0,,0,2016
23977,SHAKY ALIBI,7401 BEVERLY BLVD,LOS ANGELES,90036,1,60,+13239385282,2,2016-10-18,91.0,,0,2016
23980,SHALOM PIZZA,8715 W PICO BLVD,LOS ANGELES,90035,1,60,+1nan,2,2016-11-03,90.0,,0,2016
23985,SHAMSHIRI GRILL,1710 WESTWOOD BLVD,LOS ANGELES,90024,1,150,+1nan,3,2016-09-29,93.0,,0,2016
23991,SHANDIZ VANAK,109 E 9TH ST,LOS ANGELES,90015,2,30,+12134895156,3,2016-12-06,95.0,,0,2016
24001,SHANGHAI DIAMOND GARDEN,9401 W PICO BLVD,LOS ANGELES,90035,1,150,+1nan,3,2016-12-01,90.0,,0,2016
24021,SHARED KITCHEN SERVERY,2070 E CENTURY park,LOS ANGELES,90067,1,150,+1nan,3,2016-08-18,95.0,,0,2016
24041,SHARKYS WOODFIRED MEXICAN G,1716 N CAHUENGA BLVD,LOS ANGELES,90028,1,150,+13234617882,3,2016-10-19,94.0,,0,2016
24043,SHATTO BAR,3255 W 4TH ST,LOS ANGELES,90020,2,30,+12133859475,1,2016-09-13,92.0,,0,2016
24044,SHATTO SNACK SHOP,3255 W 4TH ST,LOS ANGELES,90020,2,30,+1nan,2,2016-09-13,96.0,,0,2016
24054,SHAVUHYANG,3807 WILSHIRE BLVD,LOS ANGELES,90010,2,150,+1nan,3,2016-09-27,90.0,,0,2016
24057,SHAYAN EXPRESS RESTAURANT,945 S WALL ST,LOS ANGELES,90015,1,30,+12136237000,3,2016-11-09,96.0,,0,2016
24058,SHEDDYS,361 S FAIRFAX AVE,LOS ANGELES,90036,2,30,+1nan,2,2013-10-10,90.0,,1,2013
24059,SHEFA,7275 MELROSE AVE,LOS ANGELES,90046,4,30,+1nan,3,2016-09-07,90.0,,0,2016
24060,SHEKARCHI,914 S HILL ST,LOS ANGELES,90015,1,30,+1nan,3,2016-07-26,97.0,,0,2016
24063,SHELLY CAFE,7013 HOLLYWOOD BLVD,LOS ANGELES,90028,1,30,+1nan,3,2013-08-13,93.0,,1,2013
24068,SHENG RAMEN,698 S VERMONT AVE,LOS ANGELES,90005,9,60,+12132826688,3,2016-07-19,92.0,,0,2016
